Date,"Solar Production, KWh","Wind Production, KWh (avg)",SolarScalingFactor,WindScalingFactor,SolarNormalized,WindNormalized,SolarScaled,WindScaled,ProductionCombined,Baseload
1990-01-01 00:00:00,0.0,16.68,6.88,20.35,0.0,0.4,0.0,8.09,8.09,11.53
1990-01-01 01:00:00,0.0,16.42,6.88,20.35,0.0,0.39,0.0,7.97,7.97,11.53
1990-01-01 02:00:00,0.0,15.2,6.88,20.35,0.0,0.36,0.0,7.38,7.38,11.53
1990-01-01 03:00:00,0.0,22.34,6.88,20.35,0.0,0.53,0.0,10.84,10.84,11.53
1990-01-01 04:00:00,0.0,18.79,6.88,20.35,0.0,0.45,0.0,9.12,9.12,11.53
1990-01-01 05:00:00,0.0,23.19,6.88,20.35,0.0,0.55,0.0,11.25,11.25,11.53
1990-01-01 06:00:00,0.0,24.05,6.88,20.35,0.0,0.57,0.0,11.67,11.67,11.53
1990-01-01 07:00:00,0.0,21.52,6.88,20.35,0.0,0.51,0.0,10.44,10.44,11.53
1990-01-01 08:00:00,-0.5,25.81,6.88,20.35,-0.0,0.62,-0.0,12.52,12.52,11.53
1990-01-01 09:00:00,310.87,27.04,6.88,20.35,0.03,0.64,0.23,13.12,13.34,11.53
1990-01-01 10:00:00,683.36,27.17,6.88,20.35,0.07,0.65,0.5,13.18,13.68,11.53
1990-01-01 11:00:00,882.05,25.88,6.88,20.35,0.09,0.62,0.64,12.56,13.2,11.53
1990-01-01 12:00:00,977.08,19.85,6.88,20.35,0.1,0.47,0.71,9.63,10.34,11.53
1990-01-01 13:00:00,637.36,18.08,6.88,20.35,0.07,0.43,0.46,8.77,9.24,11.53
1990-01-01 14:00:00,242.64,17.89,6.88,20.35,0.03,0.43,0.18,8.68,8.85,11.53
1990-01-01 15:00:00,-0.5,16.9,6.88,20.35,-0.0,0.4,-0.0,8.2,8.2,11.53
1990-01-01 16:00:00,0.0,13.29,6.88,20.35,0.0,0.32,0.0,6.45,6.45,11.53
1990-01-01 17:00:00,0.0,14.46,6.88,20.35,0.0,0.34,0.0,7.02,7.02,11.53
1990-01-01 18:00:00,0.0,12.84,6.88,20.35,0.0,0.31,0.0,6.23,6.23,11.53
1990-01-01 19:00:00,0.0,7.17,6.88,20.35,0.0,0.17,0.0,3.48,3.48,11.53
1990-01-01 20:00:00,0.0,7.41,6.88,20.35,0.0,0.18,0.0,3.6,3.6,11.53
1990-01-01 21:00:00,0.0,8.66,6.88,20.35,0.0,0.21,0.0,4.2,4.2,11.53
1990-01-01 22:00:00,0.0,6.39,6.88,20.35,0.0,0.15,0.0,3.1,3.1,11.53
1990-01-01 23:00:00,0.0,8.9,6.88,20.35,0.0,0.21,0.0,4.32,4.32,11.53
1990-01-02 00:00:00,0.0,13.28,6.88,20.35,0.0,0.32,0.0,6.44,6.44,11.53
1990-01-02 01:00:00,0.0,18.37,6.88,20.35,0.0,0.44,0.0,8.91,8.91,11.53
1990-01-02 02:00:00,0.0,20.12,6.88,20.35,0.0,0.48,0.0,9.76,9.76,11.53
1990-01-02 03:00:00,0.0,23.97,6.88,20.35,0.0,0.57,0.0,11.63,11.63,11.53
1990-01-02 04:00:00,0.0,22.9,6.88,20.35,0.0,0.55,0.0,11.11,11.11,11.53
1990-01-02 05:00:00,0.0,23.57,6.88,20.35,0.0,0.56,0.0,11.44,11.44,11.53
1990-01-02 06:00:00,0.0,23.18,6.88,20.35,0.0,0.55,0.0,11.25,11.25,11.53
1990-01-02 07:00:00,0.0,25.77,6.88,20.35,0.0,0.61,0.0,12.5,12.5,11.53
1990-01-02 08:00:00,-0.5,27.77,6.88,20.35,-0.0,0.66,-0.0,13.48,13.48,11.53
1990-01-02 09:00:00,284.55,27.15,6.88,20.35,0.03,0.65,0.21,13.17,13.38,11.53
1990-01-02 10:00:00,537.96,27.16,6.88,20.35,0.06,0.65,0.39,13.18,13.57,11.53
1990-01-02 11:00:00,731.8,27.24,6.88,20.35,0.08,0.65,0.53,13.21,13.75,11.53
1990-01-02 12:00:00,748.64,27.79,6.88,20.35,0.08,0.66,0.54,13.48,14.02,11.53
1990-01-02 13:00:00,550.63,27.73,6.88,20.35,0.06,0.66,0.4,13.45,13.85,11.53
1990-01-02 14:00:00,200.45,27.94,6.88,20.35,0.02,0.67,0.15,13.56,13.7,11.53
1990-01-02 15:00:00,-0.5,27.95,6.88,20.35,-0.0,0.67,-0.0,13.56,13.56,11.53
1990-01-02 16:00:00,0.0,27.72,6.88,20.35,0.0,0.66,0.0,13.45,13.45,11.53
1990-01-02 17:00:00,0.0,25.57,6.88,20.35,0.0,0.61,0.0,12.41,12.41,11.53
1990-01-02 18:00:00,0.0,27.9,6.88,20.35,0.0,0.67,0.0,13.53,13.53,11.53
1990-01-02 19:00:00,0.0,27.95,6.88,20.35,0.0,0.67,0.0,13.56,13.56,11.53
1990-01-02 20:00:00,0.0,27.94,6.88,20.35,0.0,0.67,0.0,13.56,13.56,11.53
1990-01-02 21:00:00,0.0,27.95,6.88,20.35,0.0,0.67,0.0,13.56,13.56,11.53
1990-01-02 22:00:00,0.0,25.95,6.88,20.35,0.0,0.62,0.0,12.59,12.59,11.53
1990-01-02 23:00:00,0.0,26.21,6.88,20.35,0.0,0.62,0.0,12.72,12.72,11.53
1990-01-03 00:00:00,0.0,26.37,6.88,20.35,0.0,0.63,0.0,12.79,12.79,11.53
1990-01-03 01:00:00,0.0,26.61,6.88,20.35,0.0,0.63,0.0,12.91,12.91,11.53
1990-01-03 02:00:00,0.0,26.7,6.88,20.35,0.0,0.64,0.0,12.95,12.95,11.53
1990-01-03 03:00:00,0.0,26.8,6.88,20.35,0.0,0.64,0.0,13.0,13.0,11.53
1990-01-03 04:00:00,0.0,26.76,6.88,20.35,0.0,0.64,0.0,12.99,12.99,11.53
1990-01-03 05:00:00,0.0,25.74,6.88,20.35,0.0,0.61,0.0,12.49,12.49,11.53
1990-01-03 06:00:00,0.0,24.53,6.88,20.35,0.0,0.58,0.0,11.9,11.9,11.53
1990-01-03 07:00:00,0.0,17.84,6.88,20.35,0.0,0.43,0.0,8.66,8.66,11.53
1990-01-03 08:00:00,-0.5,23.24,6.88,20.35,-0.0,0.55,-0.0,11.28,11.28,11.53
1990-01-03 09:00:00,369.07,21.32,6.88,20.35,0.04,0.51,0.27,10.34,10.61,11.53
1990-01-03 10:00:00,555.19,17.87,6.88,20.35,0.06,0.43,0.4,8.67,9.08,11.53
1990-01-03 11:00:00,782.95,19.92,6.88,20.35,0.08,0.47,0.57,9.67,10.23,11.53
1990-01-03 12:00:00,672.6,22.19,6.88,20.35,0.07,0.53,0.49,10.76,11.25,11.53
1990-01-03 13:00:00,474.5,26.74,6.88,20.35,0.05,0.64,0.34,12.97,13.32,11.53
1990-01-03 14:00:00,121.62,28.13,6.88,20.35,0.01,0.67,0.09,13.65,13.74,11.53
1990-01-03 15:00:00,-0.5,28.14,6.88,20.35,-0.0,0.67,-0.0,13.65,13.65,11.53
1990-01-03 16:00:00,0.0,28.12,6.88,20.35,0.0,0.67,0.0,13.64,13.64,11.53
1990-01-03 17:00:00,0.0,30.46,6.88,20.35,0.0,0.73,0.0,14.78,14.78,11.53
1990-01-03 18:00:00,0.0,33.9,6.88,20.35,0.0,0.81,0.0,16.45,16.45,11.53
1990-01-03 19:00:00,0.0,35.68,6.88,20.35,0.0,0.85,0.0,17.31,17.31,11.53
1990-01-03 20:00:00,0.0,34.64,6.88,20.35,0.0,0.83,0.0,16.81,16.81,11.53
1990-01-03 21:00:00,0.0,30.3,6.88,20.35,0.0,0.72,0.0,14.7,14.7,11.53
1990-01-03 22:00:00,0.0,29.39,6.88,20.35,0.0,0.7,0.0,14.26,14.26,11.53
1990-01-03 23:00:00,0.0,29.48,6.88,20.35,0.0,0.7,0.0,14.3,14.3,11.53
1990-01-04 00:00:00,0.0,28.81,6.88,20.35,0.0,0.69,0.0,13.98,13.98,11.53
1990-01-04 01:00:00,0.0,27.09,6.88,20.35,0.0,0.65,0.0,13.15,13.15,11.53
1990-01-04 02:00:00,0.0,23.73,6.88,20.35,0.0,0.57,0.0,11.51,11.51,11.53
1990-01-04 03:00:00,0.0,26.27,6.88,20.35,0.0,0.63,0.0,12.74,12.74,11.53
1990-01-04 04:00:00,0.0,26.03,6.88,20.35,0.0,0.62,0.0,12.63,12.63,11.53
1990-01-04 05:00:00,0.0,25.43,6.88,20.35,0.0,0.61,0.0,12.34,12.34,11.53
1990-01-04 06:00:00,0.0,24.94,6.88,20.35,0.0,0.59,0.0,12.1,12.1,11.53
1990-01-04 07:00:00,0.0,25.14,6.88,20.35,0.0,0.6,0.0,12.2,12.2,11.53
1990-01-04 08:00:00,-0.5,30.58,6.88,20.35,-0.0,0.73,-0.0,14.84,14.84,11.53
1990-01-04 09:00:00,925.02,28.31,6.88,20.35,0.1,0.68,0.67,13.74,14.41,11.53
1990-01-04 10:00:00,666.81,24.02,6.88,20.35,0.07,0.57,0.48,11.66,12.14,11.53
1990-01-04 11:00:00,665.79,22.98,6.88,20.35,0.07,0.55,0.48,11.15,11.63,11.53
1990-01-04 12:00:00,1912.0,19.79,6.88,20.35,0.2,0.47,1.39,9.6,10.99,11.53
1990-01-04 13:00:00,596.03,19.24,6.88,20.35,0.06,0.46,0.43,9.33,9.77,11.53
1990-01-04 14:00:00,1070.3,18.67,6.88,20.35,0.11,0.45,0.78,9.06,9.83,11.53
1990-01-04 15:00:00,48.9,15.74,6.88,20.35,0.01,0.38,0.04,7.64,7.67,11.53
1990-01-04 16:00:00,0.0,20.36,6.88,20.35,0.0,0.49,0.0,9.88,9.88,11.53
1990-01-04 17:00:00,0.0,20.68,6.88,20.35,0.0,0.49,0.0,10.03,10.03,11.53
1990-01-04 18:00:00,0.0,18.93,6.88,20.35,0.0,0.45,0.0,9.19,9.19,11.53
1990-01-04 19:00:00,0.0,17.25,6.88,20.35,0.0,0.41,0.0,8.37,8.37,11.53
1990-01-04 20:00:00,0.0,17.68,6.88,20.35,0.0,0.42,0.0,8.58,8.58,11.53
1990-01-04 21:00:00,0.0,19.8,6.88,20.35,0.0,0.47,0.0,9.61,9.61,11.53
1990-01-04 22:00:00,0.0,24.27,6.88,20.35,0.0,0.58,0.0,11.77,11.77,11.53
1990-01-04 23:00:00,0.0,24.46,6.88,20.35,0.0,0.58,0.0,11.87,11.87,11.53
1990-01-05 00:00:00,0.0,25.07,6.88,20.35,0.0,0.6,0.0,12.16,12.16,11.53
1990-01-05 01:00:00,0.0,24.51,6.88,20.35,0.0,0.58,0.0,11.89,11.89,11.53
1990-01-05 02:00:00,0.0,25.77,6.88,20.35,0.0,0.61,0.0,12.5,12.5,11.53
1990-01-05 03:00:00,0.0,21.7,6.88,20.35,0.0,0.52,0.0,10.53,10.53,11.53
1990-01-05 04:00:00,0.0,20.54,6.88,20.35,0.0,0.49,0.0,9.96,9.96,11.53
1990-01-05 05:00:00,0.0,22.81,6.88,20.35,0.0,0.54,0.0,11.07,11.07,11.53
1990-01-05 06:00:00,0.0,27.39,6.88,20.35,0.0,0.65,0.0,13.29,13.29,11.53
1990-01-05 07:00:00,0.0,30.05,6.88,20.35,0.0,0.72,0.0,14.58,14.58,11.53
1990-01-05 08:00:00,-0.5,32.87,6.88,20.35,-0.0,0.78,-0.0,15.95,15.95,11.53
1990-01-05 09:00:00,1576.8,35.17,6.88,20.35,0.17,0.84,1.14,17.06,18.21,11.53
1990-01-05 10:00:00,2419.6,29.76,6.88,20.35,0.25,0.71,1.76,14.44,16.19,11.53
1990-01-05 11:00:00,3489.8,29.41,6.88,20.35,0.37,0.7,2.53,14.27,16.8,11.53
1990-01-05 12:00:00,3807.9,28.6,6.88,20.35,0.4,0.68,2.76,13.88,16.64,11.53
1990-01-05 13:00:00,3566.9,25.53,6.88,20.35,0.38,0.61,2.59,12.39,14.97,11.53
1990-01-05 14:00:00,1958.4,24.78,6.88,20.35,0.21,0.59,1.42,12.02,13.44,11.53
1990-01-05 15:00:00,-0.5,28.79,6.88,20.35,-0.0,0.69,-0.0,13.97,13.97,11.53
1990-01-05 16:00:00,0.0,27.93,6.88,20.35,0.0,0.67,0.0,13.55,13.55,11.53
1990-01-05 17:00:00,0.0,27.52,6.88,20.35,0.0,0.66,0.0,13.35,13.35,11.53
1990-01-05 18:00:00,0.0,25.17,6.88,20.35,0.0,0.6,0.0,12.21,12.21,11.53
1990-01-05 19:00:00,0.0,28.7,6.88,20.35,0.0,0.68,0.0,13.92,13.92,11.53
1990-01-05 20:00:00,0.0,30.79,6.88,20.35,0.0,0.73,0.0,14.94,14.94,11.53
1990-01-05 21:00:00,0.0,28.39,6.88,20.35,0.0,0.68,0.0,13.78,13.78,11.53
1990-01-05 22:00:00,0.0,28.05,6.88,20.35,0.0,0.67,0.0,13.61,13.61,11.53
1990-01-05 23:00:00,0.0,29.04,6.88,20.35,0.0,0.69,0.0,14.09,14.09,11.53
1990-01-06 00:00:00,0.0,28.07,6.88,20.35,0.0,0.67,0.0,13.62,13.62,11.53
1990-01-06 01:00:00,0.0,25.56,6.88,20.35,0.0,0.61,0.0,12.4,12.4,11.53
1990-01-06 02:00:00,0.0,27.84,6.88,20.35,0.0,0.66,0.0,13.51,13.51,11.53
1990-01-06 03:00:00,0.0,27.31,6.88,20.35,0.0,0.65,0.0,13.25,13.25,11.53
1990-01-06 04:00:00,0.0,31.47,6.88,20.35,0.0,0.75,0.0,15.27,15.27,11.53
1990-01-06 05:00:00,0.0,29.31,6.88,20.35,0.0,0.7,0.0,14.22,14.22,11.53
1990-01-06 06:00:00,0.0,27.32,6.88,20.35,0.0,0.65,0.0,13.26,13.26,11.53
1990-01-06 07:00:00,0.0,22.97,6.88,20.35,0.0,0.55,0.0,11.14,11.14,11.53
1990-01-06 08:00:00,-0.5,22.63,6.88,20.35,-0.0,0.54,-0.0,10.98,10.98,11.53
1990-01-06 09:00:00,154.77,25.58,6.88,20.35,0.02,0.61,0.11,12.41,12.52,11.53
1990-01-06 10:00:00,316.77,21.59,6.88,20.35,0.03,0.51,0.23,10.48,10.71,11.53
1990-01-06 11:00:00,381.91,21.09,6.88,20.35,0.04,0.5,0.28,10.23,10.51,11.53
1990-01-06 12:00:00,378.38,17.82,6.88,20.35,0.04,0.42,0.27,8.65,8.92,11.53
1990-01-06 13:00:00,3208.0,21.49,6.88,20.35,0.34,0.51,2.33,10.43,12.76,11.53
1990-01-06 14:00:00,2054.0,20.37,6.88,20.35,0.22,0.49,1.49,9.88,11.37,11.53
1990-01-06 15:00:00,40.205,20.09,6.88,20.35,0.0,0.48,0.03,9.75,9.77,11.53
1990-01-06 16:00:00,0.0,19.24,6.88,20.35,0.0,0.46,0.0,9.33,9.33,11.53
1990-01-06 17:00:00,0.0,19.95,6.88,20.35,0.0,0.48,0.0,9.68,9.68,11.53
1990-01-06 18:00:00,0.0,19.26,6.88,20.35,0.0,0.46,0.0,9.35,9.35,11.53
1990-01-06 19:00:00,0.0,14.24,6.88,20.35,0.0,0.34,0.0,6.91,6.91,11.53
1990-01-06 20:00:00,0.0,15.62,6.88,20.35,0.0,0.37,0.0,7.58,7.58,11.53
1990-01-06 21:00:00,0.0,20.07,6.88,20.35,0.0,0.48,0.0,9.74,9.74,11.53
1990-01-06 22:00:00,0.0,17.41,6.88,20.35,0.0,0.42,0.0,8.45,8.45,11.53
1990-01-06 23:00:00,0.0,14.83,6.88,20.35,0.0,0.35,0.0,7.19,7.19,11.53
1990-01-07 00:00:00,0.0,12.45,6.88,20.35,0.0,0.3,0.0,6.04,6.04,11.53
1990-01-07 01:00:00,0.0,10.68,6.88,20.35,0.0,0.25,0.0,5.18,5.18,11.53
1990-01-07 02:00:00,0.0,13.06,6.88,20.35,0.0,0.31,0.0,6.34,6.34,11.53
1990-01-07 03:00:00,0.0,10.33,6.88,20.35,0.0,0.25,0.0,5.01,5.01,11.53
1990-01-07 04:00:00,0.0,11.53,6.88,20.35,0.0,0.27,0.0,5.59,5.59,11.53
1990-01-07 05:00:00,0.0,12.98,6.88,20.35,0.0,0.31,0.0,6.3,6.3,11.53
1990-01-07 06:00:00,0.0,11.96,6.88,20.35,0.0,0.29,0.0,5.8,5.8,11.53
1990-01-07 07:00:00,0.0,6.81,6.88,20.35,0.0,0.16,0.0,3.3,3.3,11.53
1990-01-07 08:00:00,-0.5,7.8,6.88,20.35,-0.0,0.19,-0.0,3.78,3.78,11.53
1990-01-07 09:00:00,-0.5,10.91,6.88,20.35,-0.0,0.26,-0.0,5.29,5.29,11.53
1990-01-07 10:00:00,122.25,11.23,6.88,20.35,0.01,0.27,0.09,5.45,5.54,11.53
1990-01-07 11:00:00,297.52,9.06,6.88,20.35,0.03,0.22,0.22,4.4,4.61,11.53
1990-01-07 12:00:00,311.9,7.79,6.88,20.35,0.03,0.19,0.23,3.78,4.0,11.53
1990-01-07 13:00:00,3561.0,8.04,6.88,20.35,0.38,0.19,2.58,3.9,6.48,11.53
1990-01-07 14:00:00,2131.7,9.55,6.88,20.35,0.22,0.23,1.55,4.63,6.18,11.53
1990-01-07 15:00:00,53.8,11.65,6.88,20.35,0.01,0.28,0.04,5.65,5.69,11.53
1990-01-07 16:00:00,0.0,13.27,6.88,20.35,0.0,0.32,0.0,6.44,6.44,11.53
1990-01-07 17:00:00,0.0,17.38,6.88,20.35,0.0,0.41,0.0,8.43,8.43,11.53
1990-01-07 18:00:00,0.0,18.18,6.88,20.35,0.0,0.43,0.0,8.82,8.82,11.53
1990-01-07 19:00:00,0.0,19.79,6.88,20.35,0.0,0.47,0.0,9.6,9.6,11.53
1990-01-07 20:00:00,0.0,21.36,6.88,20.35,0.0,0.51,0.0,10.36,10.36,11.53
1990-01-07 21:00:00,0.0,20.23,6.88,20.35,0.0,0.48,0.0,9.81,9.81,11.53
1990-01-07 22:00:00,0.0,18.51,6.88,20.35,0.0,0.44,0.0,8.98,8.98,11.53
1990-01-07 23:00:00,0.0,17.05,6.88,20.35,0.0,0.41,0.0,8.27,8.27,11.53
1990-01-08 00:00:00,0.0,18.12,6.88,20.35,0.0,0.43,0.0,8.79,8.79,11.53
1990-01-08 01:00:00,0.0,18.36,6.88,20.35,0.0,0.44,0.0,8.91,8.91,11.53
1990-01-08 02:00:00,0.0,18.39,6.88,20.35,0.0,0.44,0.0,8.92,8.92,11.53
1990-01-08 03:00:00,0.0,21.75,6.88,20.35,0.0,0.52,0.0,10.55,10.55,11.53
1990-01-08 04:00:00,0.0,22.0,6.88,20.35,0.0,0.52,0.0,10.67,10.67,11.53
1990-01-08 05:00:00,0.0,23.72,6.88,20.35,0.0,0.57,0.0,11.51,11.51,11.53
1990-01-08 06:00:00,0.0,25.66,6.88,20.35,0.0,0.61,0.0,12.45,12.45,11.53
1990-01-08 07:00:00,0.0,26.1,6.88,20.35,0.0,0.62,0.0,12.66,12.66,11.53
1990-01-08 08:00:00,-0.5,24.84,6.88,20.35,-0.0,0.59,-0.0,12.05,12.05,11.53
1990-01-08 09:00:00,325.23,25.33,6.88,20.35,0.03,0.6,0.24,12.29,12.53,11.53
1990-01-08 10:00:00,371.66,26.03,6.88,20.35,0.04,0.62,0.27,12.63,12.9,11.53
1990-01-08 11:00:00,291.62,23.72,6.88,20.35,0.03,0.57,0.21,11.51,11.72,11.53
1990-01-08 12:00:00,125.62,22.52,6.88,20.35,0.01,0.54,0.09,10.93,11.02,11.53
1990-01-08 13:00:00,3376.4,22.52,6.88,20.35,0.36,0.54,2.45,10.93,13.37,11.53
1990-01-08 14:00:00,2164.0,23.27,6.88,20.35,0.23,0.55,1.57,11.29,12.86,11.53
1990-01-08 15:00:00,-0.5,22.8,6.88,20.35,-0.0,0.54,-0.0,11.06,11.06,11.53
1990-01-08 16:00:00,0.0,20.56,6.88,20.35,0.0,0.49,0.0,9.98,9.98,11.53
1990-01-08 17:00:00,0.0,17.67,6.88,20.35,0.0,0.42,0.0,8.57,8.57,11.53
1990-01-08 18:00:00,0.0,19.55,6.88,20.35,0.0,0.47,0.0,9.48,9.48,11.53
1990-01-08 19:00:00,0.0,18.19,6.88,20.35,0.0,0.43,0.0,8.83,8.83,11.53
1990-01-08 20:00:00,0.0,14.92,6.88,20.35,0.0,0.36,0.0,7.24,7.24,11.53
1990-01-08 21:00:00,0.0,14.44,6.88,20.35,0.0,0.34,0.0,7.01,7.01,11.53
1990-01-08 22:00:00,0.0,14.02,6.88,20.35,0.0,0.33,0.0,6.8,6.8,11.53
1990-01-08 23:00:00,0.0,14.75,6.88,20.35,0.0,0.35,0.0,7.16,7.16,11.53
1990-01-09 00:00:00,0.0,12.08,6.88,20.35,0.0,0.29,0.0,5.86,5.86,11.53
1990-01-09 01:00:00,0.0,12.26,6.88,20.35,0.0,0.29,0.0,5.95,5.95,11.53
1990-01-09 02:00:00,0.0,11.92,6.88,20.35,0.0,0.28,0.0,5.79,5.79,11.53
1990-01-09 03:00:00,0.0,11.39,6.88,20.35,0.0,0.27,0.0,5.52,5.52,11.53
1990-01-09 04:00:00,0.0,10.5,6.88,20.35,0.0,0.25,0.0,5.1,5.1,11.53
1990-01-09 05:00:00,0.0,10.85,6.88,20.35,0.0,0.26,0.0,5.26,5.26,11.53
1990-01-09 06:00:00,0.0,12.12,6.88,20.35,0.0,0.29,0.0,5.88,5.88,11.53
1990-01-09 07:00:00,0.0,15.87,6.88,20.35,0.0,0.38,0.0,7.7,7.7,11.53
1990-01-09 08:00:00,-0.5,13.84,6.88,20.35,-0.0,0.33,-0.0,6.71,6.71,11.53
1990-01-09 09:00:00,-0.5,11.4,6.88,20.35,-0.0,0.27,-0.0,5.53,5.53,11.53
1990-01-09 10:00:00,377.31,9.22,6.88,20.35,0.04,0.22,0.27,4.47,4.75,11.53
1990-01-09 11:00:00,462.9,9.46,6.88,20.35,0.05,0.23,0.34,4.59,4.93,11.53
1990-01-09 12:00:00,487.59,11.48,6.88,20.35,0.05,0.27,0.35,5.57,5.93,11.53
1990-01-09 13:00:00,3475.6,12.46,6.88,20.35,0.37,0.3,2.52,6.05,8.57,11.53
1990-01-09 14:00:00,2183.4,14.37,6.88,20.35,0.23,0.34,1.58,6.97,8.55,11.53
1990-01-09 15:00:00,108.19,20.47,6.88,20.35,0.01,0.49,0.08,9.93,10.01,11.53
1990-01-09 16:00:00,0.0,28.92,6.88,20.35,0.0,0.69,0.0,14.03,14.03,11.53
1990-01-09 17:00:00,0.0,27.06,6.88,20.35,0.0,0.65,0.0,13.13,13.13,11.53
1990-01-09 18:00:00,0.0,28.25,6.88,20.35,0.0,0.67,0.0,13.71,13.71,11.53
1990-01-09 19:00:00,0.0,28.16,6.88,20.35,0.0,0.67,0.0,13.66,13.66,11.53
1990-01-09 20:00:00,0.0,26.4,6.88,20.35,0.0,0.63,0.0,12.81,12.81,11.53
1990-01-09 21:00:00,0.0,24.68,6.88,20.35,0.0,0.59,0.0,11.98,11.98,11.53
1990-01-09 22:00:00,0.0,22.18,6.88,20.35,0.0,0.53,0.0,10.76,10.76,11.53
1990-01-09 23:00:00,0.0,20.43,6.88,20.35,0.0,0.49,0.0,9.91,9.91,11.53
1990-01-10 00:00:00,0.0,19.36,6.88,20.35,0.0,0.46,0.0,9.39,9.39,11.53
1990-01-10 01:00:00,0.0,18.19,6.88,20.35,0.0,0.43,0.0,8.83,8.83,11.53
1990-01-10 02:00:00,0.0,11.62,6.88,20.35,0.0,0.28,0.0,5.64,5.64,11.53
1990-01-10 03:00:00,0.0,10.55,6.88,20.35,0.0,0.25,0.0,5.12,5.12,11.53
1990-01-10 04:00:00,0.0,11.62,6.88,20.35,0.0,0.28,0.0,5.64,5.64,11.53
1990-01-10 05:00:00,0.0,10.61,6.88,20.35,0.0,0.25,0.0,5.15,5.15,11.53
1990-01-10 06:00:00,0.0,13.57,6.88,20.35,0.0,0.32,0.0,6.59,6.59,11.53
1990-01-10 07:00:00,0.0,14.56,6.88,20.35,0.0,0.35,0.0,7.07,7.07,11.53
1990-01-10 08:00:00,-0.5,18.24,6.88,20.35,-0.0,0.43,-0.0,8.85,8.85,11.53
1990-01-10 09:00:00,201.31,20.0,6.88,20.35,0.02,0.48,0.15,9.7,9.85,11.53
1990-01-10 10:00:00,460.12,15.3,6.88,20.35,0.05,0.36,0.33,7.42,7.76,11.53
1990-01-10 11:00:00,346.2,12.62,6.88,20.35,0.04,0.3,0.25,6.12,6.37,11.53
1990-01-10 12:00:00,283.71,15.66,6.88,20.35,0.03,0.37,0.21,7.6,7.81,11.53
1990-01-10 13:00:00,3782.1,15.27,6.88,20.35,0.4,0.36,2.74,7.41,10.15,11.53
1990-01-10 14:00:00,2034.2,16.09,6.88,20.35,0.21,0.38,1.48,7.81,9.28,11.53
1990-01-10 15:00:00,61.184,16.69,6.88,20.35,0.01,0.4,0.04,8.1,8.14,11.53
1990-01-10 16:00:00,0.0,19.68,6.88,20.35,0.0,0.47,0.0,9.55,9.55,11.53
1990-01-10 17:00:00,0.0,19.71,6.88,20.35,0.0,0.47,0.0,9.56,9.56,11.53
1990-01-10 18:00:00,0.0,18.31,6.88,20.35,0.0,0.44,0.0,8.89,8.89,11.53
1990-01-10 19:00:00,0.0,20.45,6.88,20.35,0.0,0.49,0.0,9.92,9.92,11.53
1990-01-10 20:00:00,0.0,21.77,6.88,20.35,0.0,0.52,0.0,10.56,10.56,11.53
1990-01-10 21:00:00,0.0,20.93,6.88,20.35,0.0,0.5,0.0,10.16,10.16,11.53
1990-01-10 22:00:00,0.0,20.97,6.88,20.35,0.0,0.5,0.0,10.17,10.17,11.53
1990-01-10 23:00:00,0.0,20.04,6.88,20.35,0.0,0.48,0.0,9.72,9.72,11.53
1990-01-11 00:00:00,0.0,23.4,6.88,20.35,0.0,0.56,0.0,11.35,11.35,11.53
1990-01-11 01:00:00,0.0,22.02,6.88,20.35,0.0,0.53,0.0,10.68,10.68,11.53
1990-01-11 02:00:00,0.0,22.11,6.88,20.35,0.0,0.53,0.0,10.73,10.73,11.53
1990-01-11 03:00:00,0.0,24.01,6.88,20.35,0.0,0.57,0.0,11.65,11.65,11.53
1990-01-11 04:00:00,0.0,24.66,6.88,20.35,0.0,0.59,0.0,11.97,11.97,11.53
1990-01-11 05:00:00,0.0,21.69,6.88,20.35,0.0,0.52,0.0,10.52,10.52,11.53
1990-01-11 06:00:00,0.0,18.89,6.88,20.35,0.0,0.45,0.0,9.16,9.16,11.53
1990-01-11 07:00:00,0.0,20.5,6.88,20.35,0.0,0.49,0.0,9.95,9.95,11.53
1990-01-11 08:00:00,-0.5,22.09,6.88,20.35,-0.0,0.53,-0.0,10.72,10.72,11.53
1990-01-11 09:00:00,868.77,19.27,6.88,20.35,0.09,0.46,0.63,9.35,9.98,11.53
1990-01-11 10:00:00,1391.3,19.05,6.88,20.35,0.15,0.45,1.01,9.24,10.25,11.53
1990-01-11 11:00:00,2059.7,14.66,6.88,20.35,0.22,0.35,1.49,7.11,8.61,11.53
1990-01-11 12:00:00,2483.3,13.84,6.88,20.35,0.26,0.33,1.8,6.71,8.52,11.53
1990-01-11 13:00:00,2984.1,13.43,6.88,20.35,0.31,0.32,2.16,6.52,8.68,11.53
1990-01-11 14:00:00,871.53,11.57,6.88,20.35,0.09,0.28,0.63,5.61,6.25,11.53
1990-01-11 15:00:00,-0.5,13.88,6.88,20.35,-0.0,0.33,-0.0,6.74,6.74,11.53
1990-01-11 16:00:00,0.0,14.98,6.88,20.35,0.0,0.36,0.0,7.27,7.27,11.53
1990-01-11 17:00:00,0.0,17.63,6.88,20.35,0.0,0.42,0.0,8.56,8.56,11.53
1990-01-11 18:00:00,0.0,18.6,6.88,20.35,0.0,0.44,0.0,9.03,9.03,11.53
1990-01-11 19:00:00,0.0,17.87,6.88,20.35,0.0,0.43,0.0,8.67,8.67,11.53
1990-01-11 20:00:00,0.0,23.79,6.88,20.35,0.0,0.57,0.0,11.54,11.54,11.53
